기준년도,업종대분류명,업종중분류명,법인명,브랜드명,가맹점수,신규가맹점등록수,계약종료수,계약해지수,명변경수,평균매출금액,면적단위평균매출금액
2018,외식,커피,사과나무(주),커피베이,471,113,20,50,25,102992,5513
2018,외식,커피,서컴퍼니,부바스,6,0,3,0,0,485499,5944
2018,외식,커피,성별에프터유,성별 에이유,0,0,0,0,0,0,0
2018,외식,커피,세인컴퍼니(주),블레스유커피,6,0,0,0,0,0,0
2018,외식,커피,소진담fnb,소진담,0,0,0,0,0,0,0
2018,외식,커피,써니유통,달리는커피,8,8,0,0,0,0,0
2018,외식,커피,씨엔지글로벌(주),허니빈스(HoneyBean&#39;s),24,4,0,2,5,88256,3104
2018,외식,커피,아로이,아로이커피(Aroicoffee),9,0,0,0,2,164506,7684
2018,외식,커피,알리바바파트너스(주),알리바바커피앤도넛,29,22,0,4,1,0,0
2018,외식,커피,애니데이,애니데이,9,0,0,0,0,0,0
2018,외식,커피,에스프레소코리아(주),카페보니또,36,1,0,2,0,0,0
2018,외식,커피,에이치플래닛(주),CODE-G(코드지),0,0,0,0,0,0,0
2018,외식,커피,에이피씨(주),아필코(APILCO),1,1,0,0,0,0,0
2018,외식,커피,엘아르카,엘아르카,6,6,0,0,0,65051,5082
2018,외식,커피,엠제이코리아,커피101스트릿(COFFEE 101 STREET),8,5,0,0,0,162411,6471
2018,외식,커피,연두커피인터내셔날(주),드립앤더치,5,0,2,0,0,475112,19314
2018,외식,커피,유앤아이컴퍼니,카페몽테이너,3,3,0,0,0,0,0
2018,외식,커피,유티비커피(주),COFFEE WAVE,0,0,0,0,0,0,0
2018,외식,커피,유한회사빈타이컴퍼니,빈타이(BEAN TIE),0,0,0,0,0,0,0
2018,외식,커피,인버스에프앤비(주),카페인버스,5,0,0,0,0,177026,4170
2018,외식,커피,일커피(주),일커피(iL COFFEE),0,0,0,0,0,0,0
2018,외식,커피,정명F/B,라크리마커피,0,0,0,0,0,0,0
2018,외식,커피,제이에이치다빈치(주),카페다빈치(cafe davinci),7,0,1,0,0,147246,2517
2018,외식,커피,제이에이치푸드,jay coffee,5,4,1,0,0,141602,2974
2018,외식,커피,제이엠커피로스터스,JM COFFEE,0,0,0,0,0,0,0
2018,외식,커피,조앤장(주),룰스타운(RULESTOWN),0,0,0,0,0,0,0
2018,외식,커피,주식회사 르호,카페 르호,0,0,0,0,0,0,0
2018,외식,커피,쪼오꼬,쪼오꼬,1,0,0,0,0,0,0
2018,외식,커피,청솔로9,청솔로9카페,0,0,0,0,0,0,0
2018,외식,커피,청자다방,청자다방,49,38,1,0,0,160092,9709
2018,외식,커피,츄카롱,츄카롱,0,0,0,0,0,0,0
2018,외식,커피,카페앤스터프체인본부,카페앤스터프,7,0,0,0,0,134626,2271
2018,외식,커피,카페앤테이크아웃,뜰커피,0,0,0,0,0,0,0
2018,외식,커피,카페일루이스(주),카페일루이스,41,1,6,0,2,0,0
2018,외식,커피,카페일리터,일리터 카페앤바,1,1,0,0,0,0,0
2018,외식,커피,카페코나퀸즈(주),카페코나퀸즈,15,7,1,0,0,210634,4001
2018,외식,커피,커피나뜨래,커피나뜨래,10,0,0,0,0,42395,2832
2018,외식,커피,커피사피엔스,커피사피엔스,3,3,0,0,0,0,0
2018,외식,커피,커피세븐,커피세븐,0,0,0,0,0,0,0
2018,외식,커피,커피시장상동점,커피시장,1,1,0,0,0,81229,4061
2018,외식,커피,커피야스,COFFEE YAS(커피야스),0,0,0,0,0,0,0
2018,외식,커피,커피집,아멜라떼,4,4,0,0,0,0,0
2018,외식,커피,켄, 켄커피,0,0,0,0,0,0,0
2018,외식,커피,키브커피,키브(Kiv),0,0,0,0,0,0,0
2018,외식,커피,킹스빈코리아,킹스빈,0,0,0,0,0,0,0
2018,외식,커피,태영에프앤비(주),주커피,45,5,0,12,5,199347,5016
2018,외식,커피,토리스타씨앤에스(toristarC&amp;S),토리스타특별한커피,9,3,0,1,1,96431,2153
2018,외식,커피,투썸플레이스(주),투썸플레이스,887,165,0,27,74,518384,7835
2018,외식,커피,티에고(주),커피마마,244,27,4,32,17,79844,5149
2018,외식,커피,플루800,플루800,6,6,0,0,1,0,0
2018,외식,커피,하겐커피,하겐커피,7,1,0,1,0,0,0
2018,외식,커피,협동조합인재개발뱅크,인재 36.5도 까페,0,0,0,0,0,0,0
2018,외식,커피,휘드카페,휘드카페,1,1,0,0,0,0,0
2018,외식,패스트푸드,(주)까스또로,델리아메리칸,2,1,0,1,0,227500,7820
2018,외식,패스트푸드,(주)낭만팩토리,낭만,17,19,0,2,1,0,0
2018,외식,패스트푸드,(주)뉴욕핫도그앤커피,뉴욕핫도그앤커피,122,36,0,24,0,20130,1703
2018,외식,패스트푸드,(주)더기빙트리,fryday9(프라이데이나인),0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)더드림푸드,동경핫도그,2,5,0,3,0,0,0
2018,외식,패스트푸드,(주)더제이케이푸드스토리,더제이케이키친박스,13,0,0,2,0,304802,11386
2018,외식,패스트푸드,(주)도니버거,도니버거,8,1,0,2,1,195352,8386
2018,외식,패스트푸드,(주)도연에프엔씨,미스앤미스터포테이토,0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)두손커머스,미스터톡톡(Mr TokTok),22,8,0,5,1,140736,10972
2018,외식,패스트푸드,(주)메이젠,메이젠,0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)밀플랜비식품,밀플랜비,15,3,0,0,1,284774,14172
2018,외식,패스트푸드,(주)바람에프앤비,바람의핫도그,0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)비갠하늘,홀로스타일(hollostyle),0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)비앤엠에프씨,대니버거(DANNY BURGER),7,5,0,3,2,156242,8512
2018,외식,패스트푸드,(주)비케이알,버거킹(Burger King),95,23,0,0,5,883302,12537
2018,외식,패스트푸드,(주)석봉토스트,석봉토스트,172,15,8,7,10,0,0
2018,외식,패스트푸드,(주)수혁,뉴욕버거,67,12,0,3,6,202854,11053
2018,외식,패스트푸드,(주)스테프코리아,스테프핫도그,62,9,0,13,0,107492,10396
2018,외식,패스트푸드,(주)쏭앤킴푸드,쏭쓰클럽핫도그,46,28,0,3,5,63810,8141
2018,외식,패스트푸드,(주)씨에프, 브릭버거,0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)씨티씨푸드,루안바오,0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)아이원에프엔씨,미스터빅,10,0,0,5,0,70741,1443
2018,외식,패스트푸드,(주)알볼로에프앤씨,목동버거,0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)어울림푸드서비스,쑤와리질러,22,13,0,6,1,193285,6277
2018,외식,패스트푸드,(주)에스앤비푸드,SSOJA(쏘자),0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)에스엘비코리아,카페샌앤토,11,9,0,2,0,69939,3017
2018,외식,패스트푸드,(주)영원푸드,쑤와리질러,22,13,0,6,1,193285,6277
2018,외식,패스트푸드,(주)유썸,퀴즈노스서브,51,22,0,4,0,265545,13692
2018,외식,패스트푸드,(주)제이제이푸드시스템,바른생활샌드위치,9,2,0,0,1,0,0
2018,외식,패스트푸드,(주)퀸즈블랙,퀸즈블랙,1,1,0,0,0,0,0
2018,외식,패스트푸드,(주)티에스푸드앤시스템,파파이스,76,5,12,12,6,339282,9652
2018,외식,패스트푸드,(주)푸드넷시스템,토스피아,95,8,20,2,3,95209,7671
2018,외식,패스트푸드,(주)푸드앤트리트,데어리퀸(Dairy Queen),0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)푸디노에프앤디,웰덤치킨,0,0,0,0,0,0,0
2018,외식,패스트푸드,(주)훌랄라,마미쿡(MOMMYCOOK),21,9,25,0,0,91492,5270
2018,외식,패스트푸드,㈜제이제이에프앤비,멜팅그릴,7,7,0,0,0,0,0
2018,외식,패스트푸드,꿉자(KOOPJA),꿉자(KOOPJA),12,1,0,5,0,0,0
2018,외식,패스트푸드,더브라더스,핫도그브라더스,1,1,0,0,0,0,0
2018,외식,패스트푸드,"델리랩, 여우넷",델리랩 (Delilab),9,9,0,0,0,0,0
2018,외식,패스트푸드,도스마스213버거,213버거,2,2,0,0,0,0,0
2018,외식,패스트푸드,롯데지알에스(주),롯데리아,1216,52,24,8,119,645958,12529
2018,외식,패스트푸드,마녀식탁,마녀돈앤파스타,2,2,0,0,0,0,0
2018,외식,패스트푸드,밸런스버거,밸런스버거,5,0,0,3,0,0,0
2018,외식,패스트푸드,버거307,버거307,11,5,0,2,0,271624,17745
2018,외식,패스트푸드,벅스리아푸드시스템,벅스리아,4,0,0,5,0,0,0
2018,외식,패스트푸드,비스트로(bistro)피자,비스트로피자,1,1,0,0,0,0,0
2018,외식,패스트푸드,솔푸드,솔아띠몽,6,0,2,0,0,0,0
2018,외식,패스트푸드,수제핫도그리핫,리핫핫도그,0,0,0,0,0,0,0
2018,외식,패스트푸드,우리푸드시스템,피치버&#39;S,0,0,0,0,0,0,0
2018,외식,패스트푸드,위치스,위치스(WICHES),0,0,0,0,0,0,0
2018,외식,패스트푸드,점순이핫도그,점순이핫도그앤호떡,0,0,0,0,0,0,0
2018,외식,패스트푸드,피자얌,울트라퀸,0,0,0,0,0,0,0
2018,외식,피자,(유)난타5000,난타5000피자,131,8,0,9,15,105650,8030
2018,외식,피자,(유)승일푸드시스템,임실치즈피자,34,1,0,9,3,23487,1324
2018,외식,피자,(주)7번가사람들,7번가피자,165,30,1,0,17,277933,16802
2018,외식,피자,(주)고스락에프씨,피자명,24,1,0,1,3,105069,7246
2018,외식,피자,(주)고피자,고피자(GOPIZZA),0,0,0,0,0,0,0
2018,외식,피자,(주)그린푸드존,피자빅,19,1,0,3,2,130436,6609
2018,외식,피자,(주)김씨에프엔비,김씨화덕,6,1,0,0,0,293544,11198
2018,외식,피자,(주)나눔프랜차이즈,수타5900,58,19,0,1,10,0,0
2018,외식,피자,(주)남자피자,남자피자,17,9,0,1,4,316045,28387
2018,외식,피자,(주)네오에프앤비,네오피자,52,45,0,0,3,0,0
2018,외식,피자,(주)농협목우촌,목우촌참피자,134,31,0,30,1,36765,1889
2018,외식,피자,(주)다이닝팩토리,리골레토 시카고피자,21,0,0,7,0,436829,13149
2018,외식,피자,(주)더난푸드,아이러브피자,30,1,0,0,2,104719,8999
2018,외식,피자,(주)더온에프앤비,자가제빵 선명희 피자,0,0,0,0,0,0,0
2018,외식,피자,(주)디에스푸드,피자와치킨의러브레터,75,8,7,0,4,110853,2927
2018,외식,피자,(주)레드캡,빨간모자피자,16,5,0,2,1,268005,13225
2018,외식,피자,(주)리치빔,피자나라치킨공주,312,38,0,19,45,374332,27953
2018,외식,피자,(주)멀티푸드시스템,Port&#39; Albs 피자굼터,10,0,2,0,0,96081,10331
2018,외식,피자,(주)박낙원그룹,낙원스낵,7,6,0,0,0,560550,28502
2018,외식,피자,(주)반올림식품,피자샵(PIZZA#),191,75,0,0,4,275006,20014
2018,외식,피자,(주)빅스타푸드,빅스타피자(Bigstar Pizza),76,26,0,7,7,0,0
2018,외식,피자,(주)세인에프앤씨,미사랑 임실치즈피자,10,0,0,0,1,56631,4171
2018,외식,피자,(주)스타푸드코리아,킹스타피자,24,6,0,0,0,219671,15603
2018,외식,피자,(주)신성마을,피자빙고,72,2,1,11,6,29738,2287
2018,외식,피자,(주)씨에이치컴퍼니,피자스쿨,325,16,0,3,27,151591,12830
2018,외식,피자,(주)엠피그룹,미스터피자,296,5,55,0,13,375223,8007
2018,외식,피자,(주)영구스피자,영구스피자,40,7,4,0,2,172659,12282
2018,외식,피자,(주)오리지널시카고피자,오리지널시카고,11,1,0,2,0,436944,10467
2018,외식,피자,(주)웰빙을만드는사람들,뽕뜨락피자,215,15,0,59,16,121806,9341
2018,외식,피자,(주)정담에프에스,지정환피자,85,7,5,0,4,139156,9162
2018,외식,피자,(주)제이피케이컴퍼니,오르새피자,19,19,0,0,0,200055,17747
2018,외식,피자,(주)카니발피자,카니발피자,4,3,0,0,0,0,0
2018,외식,피자,(주)케이프랜즈,강정구의피자생각,47,9,5,0,3,23833,1692
2018,외식,피자,(주)파파밸리,파파밸리 피자,7,3,0,0,2,147069,20076
2018,외식,피자,(주)푸드죤,피자마루,626,28,0,21,39,167256,16637
2018,외식,피자,(주)프라이데이컴퍼니,빚짜(BEEZZA),5,2,0,0,1,0,0
2018,외식,피자,(주)피자브라더스,피자브라더스,0,0,0,0,0,0,0
2018,외식,피자,(주)피자스쿨,피자스쿨,576,39,0,12,31,163248,15595
2018,외식,피자,(주)피자애,피자애반하다,0,0,0,0,0,0,0
2018,외식,피자,(주)피자헤븐코리아,피자헤븐,74,26,0,1,9,298454,15878
2018,외식,피자,100년의 피체리아,100년의피자카페인시애틀,25,9,0,0,0,0,0
2018,외식,피자,1830 피자 협동조합,1830피자,0,0,0,0,0,0,0
2018,외식,피자,54번가푸드컨설팅,피자투어,65,1,9,1,7,0,0
2018,외식,피자,김태호피자,김태호피자,16,0,1,0,1,94398,7766
2018,외식,피자,나마네피자,나마네피자,4,0,1,0,0,0,0
2018,외식,피자,농업회사법인(주)엔케이로지스틱스,임실N치즈피자,97,3,10,0,4,128088,6647
2018,외식,피자,라르도,피제리아 라르도 ,0,0,0,0,0,0,0
2018,외식,피자,라오니,라오니피자,0,0,0,0,0,0,0
2018,외식,피자,루가노피자,루가노피자,0,0,0,0,0,0,0
2018,외식,피자,류길상피자&amp;카페테리아,류길상피자,11,11,0,0,0,304000,21714
2018,외식,피자,몬스터에일,몬스터에일(MONSTER ALE),0,0,0,0,0,0,0
2018,외식,피자,브로피자,브로피자,9,9,0,0,0,0,0
2018,외식,피자,수피자,수앤미피자,1,0,0,0,0,0,0
2018,외식,피자,쌀로만피자,쌀로만피자,0,0,0,0,0,0,0
2018,외식,피자,엘노핌피자,엘노핌피자,2,0,0,1,0,0,0
2018,외식,피자,엘리펀트피자,엘리펀트피자(ELEPHANT PIZZA),0,0,0,0,0,0,0
2018,외식,피자,엠제이컬쳐(MajestyJollyCulture),유로코피자(EUROKO PIZZA),6,6,0,0,0,200960,11289
2018,외식,피자,옐로우피자,옐로우피자(YELLOW PIZZA),14,7,0,0,0,218548,24171
2018,외식,피자,"왕서방치킨피자,울트라강정(예찬)",왕서방왕치킨피자,11,0,0,1,0,70464,6602
2018,외식,피자,외식그룹진밭,미스터파파임실치즈피자,25,0,7,0,1,51221,5270
2018,외식,피자,자연임실치즈피자,자연임실치즈피자,16,2,2,0,1,203400,11670
2018,외식,피자,제이디아재피자,JD아재피자,6,6,0,0,0,90421,6658
2018,외식,피자,준스피자,준스피자,0,0,0,0,0,0,0
2018,외식,피자,참살이임실치즈피자&amp;5학년2반치킨,참살이임실치즈피자,4,0,1,2,0,0,0
2018,외식,피자,청년피자,청년피자,0,0,0,0,0,0,0
2018,외식,피자,청오디피케이(주),도미노피자,339,11,0,1,18,816381,28269
2018,외식,피자,치즈로뜨자피자,치즈로뜨자피자,0,0,0,0,0,0,0
2018,외식,피자,컨시어지서비스코리아(주),월간피자,10,2,0,1,0,112107,8298
2018,외식,피자,탑패밀리컴퍼니,LHC PIZZATOP,0,0,0,0,0,0,0
2018,외식,피자,피스타키친(PISTARKITCHEN),피스타키친(PISTAR KITCHEN),0,0,0,0,0,0,0
2018,외식,피자,피자1번가,피자1번가,31,0,1,3,0,86647,6958
2018,외식,피자,피자꾼,피자꾼,15,5,0,0,0,0,0
2018,외식,피자,피자넘버원,피자넘버원,0,0,0,0,0,0,0
2018,외식,피자,피자명인,피자명인,13,4,2,0,0,0,0
2018,외식,피자,피자베이북구점,피자베이,2,1,0,0,0,0,0
2018,외식,피자,피자뿌,피자뿌,0,0,0,0,0,0,0
2018,외식,피자,피자써클,피자써클,17,5,0,0,5,0,0
2018,외식,피자,피자쏭,마스터 피자쏭,4,2,1,0,1,0,0
2018,외식,피자,피자알레,피자알레,2,1,0,0,0,0,0
2018,외식,피자,피자연합협동조합,피자연합,23,23,0,0,0,0,0
2018,외식,피자,피자오래,피자오래,7,2,0,0,0,160462,14451
2018,외식,피자,피자토비,PIZZA BOX(피자박스),3,2,0,0,0,0,0
2018,외식,피자,피제이(PJ)피자,PJ피자,0,0,0,0,0,0,0
2018,외식,피자,피치랑가맹본부,피치랑,10,7,0,0,1,0,0
2018,외식,피자,피치콜송천점,피치콜,2,2,0,0,0,0,0
2018,외식,피자,한국파파존스(주),파파존스피자,97,27,0,4,4,409903,17408
2018,외식,피자,한국피자헛(유),피자헛,316,3,2,17,14,672301,20184
2018,외식,피자,"한명숙피자,치킨",한명숙피자치킨,15,1,0,1,0,109090,6669
2018,외식,피자,해마로푸드서비스(주),붐바타,3,3,0,0,0,0,0
2018,외식,피자,헬로F&amp;B,헬로피자,0,0,0,0,0,0,0
2018,외식,피자,황철수피자,황철수피자,23,2,0,1,0,0,0
2018,외식,피자,훈푸드,후니피자,19,5,2,0,2,171106,14344
2018,외식,한식,(유)도도랑,도도랑,10,0,0,1,1,299819,7017
2018,외식,한식,(유)동서네낙지본점,동서네낙지,22,1,2,0,0,248516,6007
2018,외식,한식,(유)엔에스플랫폼컴퍼니,창을 내겠소,0,0,0,0,0,0,0
2018,외식,한식,(유)케이앤에스오로지,삶다 오로지 족발,0,0,0,0,0,0,0
2018,외식,한식,(주)8푸드,8292(팔이구이),2,2,0,0,0,0,0
2018,외식,한식,(주)가연푸드,류아저씨의화동생갈비,8,0,0,0,0,813430,11660
2018,외식,한식,(주)가우정푸드,황장군,19,3,4,0,0,994698,9657
2018,외식,한식,(주)가인채,가인채,18,0,0,0,0,807706,5183
2018,외식,한식,(주)가장맛있는족발,가장맛있는족발,353,58,7,0,14,615719,21332
2018,외식,한식,(주)강산면옥,강산면옥,1,0,0,0,0,0,0
2018,외식,한식,(주)거성푸드,신의주찹쌀순대,148,32,0,30,17,404345,13179
2018,외식,한식,(주)경청에프씨,문삼이,2,1,0,2,0,0,0
2018,외식,한식,(주)계림식품농업회사법인,에그파파,7,0,0,0,0,50117,6537
2018,외식,한식,(주)고릴라에프앤디,사람사는고깃집김일도,0,0,0,0,0,0,0
2018,외식,한식,(주)고수라,고수라,11,11,0,0,0,244350,17048
2018,외식,한식,(주)고홈푸드,마통삼(마스터통삼겹),20,20,0,0,0,0,0
2018,외식,한식,(주)곽푸드에프씨,귀품찬 불백집,2,1,0,4,1,0,0
2018,외식,한식,(주)교동,교동전선생,44,2,14,0,2,155286,5176
2018,외식,한식,(주)교동F&amp;B,교동면옥,1,1,0,0,0,0,0
2018,외식,한식,(주)구야가,계탄집,11,10,0,0,0,207109,14749
2018,외식,한식,(주)국보푸드시스템,삼시세때,22,1,1,2,0,280882,7173
2018,외식,한식,(주)굳길,한국밥,4,0,0,2,0,0,0
2018,외식,한식,(주)그린푸드,김경옥닭발,17,17,0,0,0,0,0
2018,외식,한식,(주)글로리아에프아이,푸주한,0,0,0,0,0,0,0
2018,외식,한식,(주)긍정플러스,김연수소갈비살,0,0,0,0,0,0,0
2018,외식,한식,(주)기영에프앤비,두찜,47,27,0,2,6,274652,17378
2018,외식,한식,(주)길품에프엔비,팔백집,2,2,0,0,0,0,0
2018,외식,한식,(주)김덕후컴퍼니,김덕후의차돌조,3,3,0,0,0,0,0
2018,외식,한식,(주)김명자,김명자낙지마당,56,6,3,0,9,426864,9535
2018,외식,한식,(주)꼬기냉면,꼬기냉면,13,4,0,2,0,166939,7537
2018,외식,한식,(주)꿈을실현하는사람들,불막열삼,56,26,0,1,5,170289,6641
2018,외식,한식,(주)끼니,차돌박사,0,0,0,0,0,0,0
2018,외식,한식,(주)낙지볶음개미집,개미집,33,15,0,0,0,438558,10154
2018,외식,한식,(주)난다푸드,난다곱창,0,0,0,0,0,0,0
2018,외식,한식,(주)남강푸드시스템,남강메기,0,0,0,0,0,0,0
2018,외식,한식,(주)남도푸드,거부기식당,0,0,0,0,0,0,0
2018,외식,한식,(주)낭만연구소,낭만쭈꾸미,13,3,0,3,0,726698,7915
2018,외식,한식,(주)네모비앤에프,네모오징어,1,1,0,1,0,0,0
2018,외식,한식,(주)노마세야컴퍼니,노마세야매운갈비찜,30,5,0,3,6,282594,10289
2018,외식,한식,(주)놀부,놀부 화덕족발,15,0,11,0,1,120929,2585
2018,외식,한식,(주)뉴서진식품,양평뚝배기해장국,23,6,0,3,4,363610,9645
2018,외식,한식,(주)늘보리에프앤씨,상도늘보리,11,11,0,0,0,457793,10771
2018,외식,한식,(주)다나,박은자맛사랑,2,2,0,0,0,0,0
2018,외식,한식,(주)다누,해안식당,0,0,0,0,0,0,0
2018,외식,한식,(주)다담뜰,다담뜰 한식뷔페,16,5,0,0,3,1489639,9428
2018,외식,한식,(주)다드림에프앤비,왔쏘,10,11,0,1,0,822591,16533
2018,외식,한식,(주)다온에프엔비,홍대칼국수와족발,21,4,0,2,2,375188,14237
2018,외식,한식,(주)다올에프씨,샤브애샐러드바,4,0,0,5,0,0,0
2018,외식,한식,(주)다이노에프에스,백년회관서서갈비,0,0,0,0,0,0,0
2018,외식,한식,(주)다자레코리아,밤새먹소,2,1,0,0,0,0,0
2018,외식,한식,(주)다호푸드코리아,장대기경복궁우동냉면,0,0,0,0,0,0,0
2018,외식,한식,(주)닥인흥업,닭갈비제작소,28,4,0,0,2,455518,7134
2018,외식,한식,(주)달콤한세상,달콤한삼겹살,5,5,0,0,0,0,0
2018,외식,한식,(주)담미온에프앤비,담미온,4,4,0,0,0,745450,24840
2018,외식,한식,(주)담소이야기,담소소사골순대,97,20,0,2,9,522843,15132
2018,외식,한식,(주)대가야,대가야삼계탕,4,0,0,0,0,327823,4766
2018,외식,한식,(주)대구반야월막창,대구반야월막창,134,15,0,21,5,178641,7770
2018,외식,한식,(주)대세에프엔비,육첩반상,3,3,0,0,0,0,0
2018,외식,한식,(주)대한뉴스에프앤비,대한뉴스,3,0,0,1,0,0,0
2018,외식,한식,(주)댓짱돈까스,댓짱돈까스,15,5,0,1,1,477631,44609
2018,외식,한식,(주)더광일푸드,THE 팔당,0,0,0,0,0,0,0
2018,외식,한식,(주)더도이종가집,더도이종가집돼지국밥,6,1,0,1,0,1300079,39577
2018,외식,한식,(주)더드림에프씨,더서민구이(The서민구이),13,13,0,3,0,489810,7918
2018,외식,한식,(주)더드림에프에스,완산골명가,47,7,0,7,2,0,0
2018,외식,한식,(주)더맛푸드,구이구이쪽갈비,46,4,0,10,3,236781,10028
2018,외식,한식,(주)더바른애프앤비,밀담,1,1,0,0,0,0,0
2018,외식,한식,(주)더불어함께하는세상,전초전,5,0,0,0,1,0,0
2018,외식,한식,(주)더빅코리아,킹스덮밥,3,1,0,1,1,0,0
2018,외식,한식,(주)더참맛푸드,수육국밥.보쌈전문점 더참맛수육국밥앤보쌈,18,2,0,2,0,595678,13386
2018,외식,한식,(주)더큰,정성신더큰도시락,33,7,3,0,3,0,0
2018,외식,한식,(주)더푸드상상,춘부집목살스테끼와껍데기,12,0,0,7,0,216891,7224
2018,외식,한식,(주)더플러스,고기듬뿍 대왕비빔밥,0,0,0,0,0,0,0
2018,외식,한식,(주)덤푸드,퍼주네국밥족발,0,0,0,0,0,0,0
2018,외식,한식,(주)델리앤,순흥골,8,1,0,2,0,678644,15828
2018,외식,한식,(주)도드람에프씨가맹사업본부,본래순대,86,44,0,14,0,161230,1593
2018,외식,한식,(주)도시방앗간,가마솥국밥.보쌈,1,1,0,0,0,0,0
2018,외식,한식,(주)도야푸드,도야족발,104,15,0,1,5,0,0
2018,외식,한식,(주)돕,돕 감자탕전문점,0,0,0,0,0,0,0
2018,외식,한식,(주)동의보감농수산,곤지암할매소머리국밥,59,30,0,11,0,136232,3775
2018,외식,한식,(주)동해의한우,황제육회,4,1,0,0,0,0,0
2018,외식,한식,(주)돼지코푸드,돼지코생곱창갈비,2,0,0,0,0,0,0
2018,외식,한식,(주)두꺼비에프앤비,쌈브,3,3,0,0,0,0,0
2018,외식,한식,(주)두남자컴퍼니,두남자찜닭,16,4,2,0,1,610520,9930
2018,외식,한식,(주)두둑한행복,두둑한샤브칼국수,0,0,0,0,0,0,0
2018,외식,한식,(주)두리맛푸드,두리맛감자탕,24,1,0,0,0,485353,9741
2018,외식,한식,(주)두웰푸드,안동본가국밥,43,13,0,7,0,446353,9649
2018,외식,한식,(주)둘레,김둘레순대국,13,5,0,1,0,1215825,44346
2018,외식,한식,(주)디딤돌푸드시스템,스톤 336,0,0,0,0,0,0,0
2018,외식,한식,(주)디아이디코리아,원가회관,0,0,0,0,0,0,0
2018,외식,한식,(주)디에이치푸드,조방낙지,24,2,3,0,3,0,0
2018,외식,한식,"(주)디케이코리아(D.KKOREACo.,LTD)",한사람을 위한 상차림,0,0,0,0,0,0,0
2018,외식,한식,(주)디코레,북창동순두부,59,8,0,11,3,407649,10627
2018,외식,한식,(주)떡파는사람들,떡보의하루,147,0,0,6,5,167897,12577
2018,외식,한식,(주)뚝심푸드,최용석의 뼈큰청진동해장국,8,0,0,0,0,584817,6317
2018,외식,한식,(주)라이스파이,메고지고,10,9,0,2,0,338325,15084
2018,외식,한식,(주)라투코리아,라이스투 미튜,0,0,0,0,0,0,0
2018,외식,한식,(주)로드썬,원조전통명가 통큰할매순대국,20,8,0,6,0,383592,10549
2018,외식,한식,(주)류가본가,류가본가,0,0,0,0,0,0,0
2018,외식,한식,(주)리더스코리아코퍼레이션,홍스쭈꾸미,20,3,0,12,0,98102,4045
2018,외식,한식,(주)리드웨이,맵수다,7,0,0,0,0,0,0
2018,외식,한식,(주)리안,살아있네아구,4,2,0,0,0,0,0
2018,외식,한식,(주)마당쇠,철판위에빨간쭈구미,6,0,3,0,0,107191,2473
2018,외식,한식,(주)마더푸드,쪽찌,12,7,0,1,1,304751,9830
2018,외식,한식,(주)마루벌,축제갈비,0,0,0,0,0,0,0
2018,외식,한식,(주)마루퍼슨스,홍수계찜닭,14,2,1,0,0,390071,10308
2018,외식,한식,(주)마마에프앤비,조미료를넣지않은참마마된장,0,0,0,0,0,0,0
2018,외식,한식,(주)마음을담은,마음을 담은 김치찌개,0,0,0,0,0,0,0
2018,외식,한식,(주)마이푸드,내가찜한닭,32,4,13,0,0,470309,15137
2018,외식,한식,(주)마이플랜,미스육감,4,0,6,0,2,0,0
2018,외식,한식,(주)마플,김농부밥쉐프,0,0,0,0,0,0,0
2018,외식,한식,(주)만권,만권화밥,2,1,0,2,0,0,0
2018,외식,한식,(주)만만연구소,만만코코로,23,17,0,0,0,649277,13187
2018,외식,한식,(주)만점족,만족오향족발,29,6,0,5,1,554144,26215
2018,외식,한식,(주)맛깔,맛깔참죽,141,23,21,1,7,133406,11826
2018,외식,한식,(주)맛담,남기남 부대찌개,3,3,0,0,0,0,0
2018,외식,한식,(주)맛샘,맛샘,0,0,0,0,0,0,0
2018,외식,한식,(주)맛있는상상,좋구먼반상,1,1,0,0,0,0,0
2018,외식,한식,(주)맛있는에프앤비,배부장찌개,0,0,0,0,0,0,0
2018,외식,한식,(주)맛찬들,맛찬들왕소금구이,86,11,3,0,7,1258632,16300
2018,외식,한식,(주)메밀헌,메밀헌,2,1,0,0,0,0,0
2018,외식,한식,(주)메이에프앤에스,집으로돼지,29,10,0,0,9,256144,19135
2018,외식,한식,(주)면채반,면채반,6,0,0,3,0,438380,12122
2018,외식,한식,(주)명동,"명동칼국수,샤브샤브",80,5,0,12,3,377425,8880
2018,외식,한식,(주)명랑식품,명랑회관,3,1,0,0,0,0,0
2018,외식,한식,(주)명사에프엠,명사순대,0,0,0,0,0,0,0
2018,외식,한식,(주)명진푸드,날마다대박나는집,6,6,0,0,0,828898,9301
2018,외식,한식,(주)모두여는세상,배달삼겹직구삼,33,33,0,0,0,0,0
2018,외식,한식,(주)모미락멤버스,모미락,1,0,0,0,0,0,0
