가맹정보공개서등록번호,브랜드명,업종대분류명,업종중분류명,기준년도,지역명,가맹점수,평균매출금액,면적단위평균매출금액,화폐단위코드명,해당여부
20080100033,피자에땅,외식,피자,2022,서울,12.0,88210.0,6454.0,(단위 :천원),
20080100033,피자에땅,외식,피자,2022,전체,184.0,139856.0,7918.0,(단위 :천원),
20080100034,오븐에빠진닭,외식,치킨,2022,서울,21.0,587173.0,17615.0,(단위 :천원),
20080100034,오븐에빠진닭,외식,치킨,2022,전체,70.0,321424.0,11027.0,(단위 :천원),
20080100047,놀부보쌈족발,외식,한식,2022,서울,16.0,140594.0,9864.0,(단위 :천원),N
20080100047,놀부보쌈족발,외식,한식,2022,전체,134.0,127721.0,7403.0,(단위 :천원),N
20080100048,놀부부대찌개,외식,한식,2022,서울,48.0,272249.0,10787.0,(단위 :천원),N
20080100048,놀부부대찌개,외식,한식,2022,전체,246.0,155815.0,7719.0,(단위 :천원),N
20080100050,놀부항아리갈비,외식,한식,2022,서울,0.0,0.0,0.0,(단위 :천원),N
20080100050,놀부항아리갈비,외식,한식,2022,전체,4.0,161252.0,6604.0,(단위 :천원),N
20080100052,치킨마루,외식,치킨,2022,서울,51.0,120958.0,11132.0,(단위 :천원),
20080100052,치킨마루,외식,치킨,2022,전체,208.0,120055.0,9151.0,(단위 :천원),
20080100055,본스치킨,외식,치킨,2022,서울,20.0,118263.0,5294.0,(단위 :천원),
20080100055,본스치킨,외식,치킨,2022,전체,110.0,140278.0,7735.0,(단위 :천원),
20080100057,화평동왕냉면,외식,한식,2022,서울,0.0,,,(단위 :천원),N
20080100057,화평동왕냉면,외식,한식,2022,전체,5.0,203038.0,2941.0,(단위 :천원),N
20080100061,네네치킨,외식,치킨,2022,서울,131.0,238839.0,21413.0,(단위 :천원),
20080100061,네네치킨,외식,치킨,2022,전체,1011.0,219128.0,15049.0,(단위 :천원),
20080100066,스무디킹(SMOOTHIEKING),외식,음료 (커피 외),2022,서울,47.0,18830.0,8672.0,(단위 :천원),
20080100066,스무디킹(SMOOTHIEKING),외식,음료 (커피 외),2022,전체,260.0,41065.0,9780.0,(단위 :천원),
20080100071,카페베네,외식,커피,2022,서울,24.0,0.0,0.0,(단위 :천원),
20080100071,카페베네,외식,커피,2022,전체,168.0,0.0,0.0,(단위 :천원),
20080100077,맛깔참죽,외식,한식,2022,서울,12.0,185210.0,16810.0,(단위 :천원),
20080100077,맛깔참죽,외식,한식,2022,전체,95.0,119413.0,10089.0,(단위 :천원),
20080100085,나뚜루,외식,아이스크림/빙수 ,2022,서울,5.0,130184.0,8282.0,(단위 :천원),
20080100085,나뚜루,외식,아이스크림/빙수 ,2022,전체,34.0,128442.0,9035.0,(단위 :천원),
20080100087,김밥천국,외식,분식,2022,서울,48.0,,,(단위 :천원),N
20080100087,김밥천국,외식,분식,2022,전체,289.0,,,(단위 :천원),N
20080100092,엘리팝,외식,주점,2022,서울,4.0,0.0,0.0,(단위 :천원),
20080100092,엘리팝,외식,주점,2022,전체,49.0,169168.0,4512.0,(단위 :천원),
20080100101,코바코,외식,기타 외식,2022,서울,13.0,150268.0,10887.0,(단위 :천원),
20080100101,코바코,외식,기타 외식,2022,전체,159.0,179075.0,11106.0,(단위 :천원),
20080100111,채선당,외식,한식,2022,서울,34.0,647801.0,9217.0,(단위 :천원),
20080100111,채선당,외식,한식,2022,전체,149.0,528657.0,7367.0,(단위 :천원),
20080100117,구이가,외식,기타 외식,2022,서울,3.0,0.0,0.0,(단위 :천원),
20080100117,구이가,외식,기타 외식,2022,전체,13.0,346810.0,7314.0,(단위 :천원),
20080100125,청진동해장국,외식,한식,2022,서울,20.0,0.0,0.0,(단위 :천원),
20080100125,청진동해장국,외식,한식,2022,전체,30.0,0.0,0.0,(단위 :천원),
20080100157,맘스터치,외식,패스트푸드,2022,서울,169.0,664555.0,23438.0,(단위 :천원),
20080100157,맘스터치,외식,패스트푸드,2022,전체,1392.0,492138.0,17456.0,(단위 :천원),
20080100159,도미노피자,외식,피자,2022,서울,56.0,769214.0,29145.0,(단위 :천원),
20080100159,도미노피자,외식,피자,2022,전체,369.0,743591.0,26727.0,(단위 :천원),
20080100161,신기소,외식,일식,2022,서울,8.0,322034.0,10022.0,(단위 :천원),
20080100161,신기소,외식,일식,2022,전체,17.0,208816.0,7397.0,(단위 :천원),
20080100162,기소야,외식,일식,2022,서울,12.0,209254.0,5589.0,(단위 :천원),
20080100162,기소야,외식,일식,2022,전체,30.0,173436.0,4697.0,(단위 :천원),
20080100172,둘둘치킨,외식,치킨,2022,서울,53.0,165645.0,6973.0,(단위 :천원),
20080100172,둘둘치킨,외식,치킨,2022,전체,85.0,153272.0,7066.0,(단위 :천원),
20080100180,또래오래,외식,치킨,2022,서울,69.0,168287.0,14603.0,(단위 :천원),N
20080100180,또래오래,외식,치킨,2022,전체,563.0,138076.0,9346.0,(단위 :천원),N
20080100190,피자스쿨,외식,피자,2022,서울,222.0,171652.0,17165.0,(단위 :천원),
20080100190,피자스쿨,외식,피자,2022,전체,610.0,157352.0,14836.0,(단위 :천원),
20080100201,간이역,외식,주점,2022,서울,2.0,0.0,0.0,(단위 :천원),
20080100201,간이역,외식,주점,2022,전체,383.0,92694.0,6552.0,(단위 :천원),
20080100207,백종원의원조쌈밥집,외식,한식,2022,서울,4.0,0.0,0.0,(단위 :천원),
20080100207,백종원의원조쌈밥집,외식,한식,2022,전체,16.0,500647.0,9352.0,(단위 :천원),
20080100208,새마을식당,외식,한식,2022,서울,24.0,785431.0,20211.0,(단위 :천원),
20080100208,새마을식당,외식,한식,2022,전체,109.0,521105.0,13306.0,(단위 :천원),
20080100209,본가,외식,한식,2022,서울,4.0,0.0,0.0,(단위 :천원),
20080100209,본가,외식,한식,2022,전체,25.0,621661.0,5529.0,(단위 :천원),
20080100210,홍콩반점0410,외식,중식,2022,서울,83.0,780227.0,25093.0,(단위 :천원),
20080100210,홍콩반점0410,외식,중식,2022,전체,278.0,626301.0,18629.0,(단위 :천원),
20080100219,조춘식동태탕찜,외식,한식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100219,조춘식동태탕찜,외식,한식,2022,전체,4.0,0.0,0.0,(단위 :천원),
20080100233,용우동,외식,분식,2022,서울,7.0,163154.0,12568.0,(단위 :천원),
20080100233,용우동,외식,분식,2022,전체,182.0,199337.0,11575.0,(단위 :천원),
20080100239,틈새라면,외식,분식,2022,서울,21.0,110069.0,11373.0,(단위 :천원),
20080100239,틈새라면,외식,분식,2022,전체,51.0,80382.0,7360.0,(단위 :천원),
20080100240,봉추찜닭,외식,한식,2022,서울,51.0,415471.0,14608.0,(단위 :천원),
20080100240,봉추찜닭,외식,한식,2022,전체,139.0,342855.0,12219.0,(단위 :천원),
20080100243,본죽,외식,한식,2022,서울,176.0,296129.0,26575.0,(단위 :천원),
20080100243,본죽,외식,한식,2022,전체,748.0,283796.0,24173.0,(단위 :천원),
20080100250,Port' Albs 피자굼터,외식,피자,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100250,Port' Albs 피자굼터,외식,피자,2022,전체,4.0,60045.0,5221.0,(단위 :천원),
20080100257,더카페,외식,커피,2022,서울,49.0,164728.0,11557.0,(단위 :천원),
20080100257,더카페,외식,커피,2022,전체,167.0,126092.0,9092.0,(단위 :천원),
20080100258,피자몰,외식,피자,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100258,피자몰,외식,피자,2022,전체,3.0,206216.0,8249.0,(단위 :천원),
20080100259,돈치킨,외식,치킨,2022,서울,21.0,205517.0,9302.0,(단위 :천원),
20080100259,돈치킨,외식,치킨,2022,전체,175.0,181726.0,8096.0,(단위 :천원),
20080100261,훌랄라,외식,치킨,2022,서울,22.0,401679.0,18975.0,(단위 :천원),
20080100261,훌랄라,외식,치킨,2022,전체,236.0,269409.0,14240.0,(단위 :천원),
20080100272,송주불냉면앤칼국수,외식,한식,2022,서울,13.0,171337.0,8806.0,(단위 :천원),
20080100272,송주불냉면앤칼국수,외식,한식,2022,전체,73.0,139850.0,7121.0,(단위 :천원),
20080100283,오므토토마토,외식,기타 외식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100283,오므토토마토,외식,기타 외식,2022,전체,1.0,0.0,0.0,(단위 :천원),
20080100292,사보텐,외식,일식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100292,사보텐,외식,일식,2022,전체,0.0,0.0,0.0,(단위 :천원),
20080100313,베스트빈,외식,커피,2022,서울,4.0,0.0,0.0,(단위 :천원),
20080100313,베스트빈,외식,커피,2022,전체,19.0,59393.0,2329.0,(단위 :천원),
20080100314,카페다빈치,외식,커피,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100314,카페다빈치,외식,커피,2022,전체,4.0,103482.0,1875.0,(단위 :천원),
20080100315,다빈치커피,외식,커피,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100315,다빈치커피,외식,커피,2022,전체,9.0,84510.0,2631.0,(단위 :천원),
20080100320,짬장,외식,기타 외식,2022,서울,0.0,0.0,0.0,(단위 :천원),N
20080100320,짬장,외식,기타 외식,2022,전체,1.0,0.0,0.0,(단위 :천원),N
20080100324,북창동순두부,외식,한식,2022,서울,21.0,576310.0,15920.0,(단위 :천원),
20080100324,북창동순두부,외식,한식,2022,전체,64.0,469801.0,12304.0,(단위 :천원),
20080100325,코만도,외식,치킨,2022,서울,10.0,0.0,0.0,(단위 :천원),
20080100325,코만도,외식,치킨,2022,전체,14.0,0.0,0.0,(단위 :천원),
20080100328,죽이야기,외식,한식,2022,서울,54.0,120576.0,3205.0,(단위 :천원),
20080100328,죽이야기,외식,한식,2022,전체,367.0,92595.0,2170.0,(단위 :천원),
20080100338,포호아,외식,기타 외국식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100338,포호아,외식,기타 외국식,2022,전체,1.0,0.0,0.0,(단위 :천원),
20080100342,피자빙고,외식,피자,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100342,피자빙고,외식,피자,2022,전체,42.0,76415.0,5846.0,(단위 :천원),
20080100349,오징어와친구들,외식,기타 외식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100349,오징어와친구들,외식,기타 외식,2022,전체,9.0,0.0,0.0,(단위 :천원),
20080100357,옛날농장,외식,한식,2022,서울,12.0,1085357.0,21528.0,(단위 :천원),
20080100357,옛날농장,외식,한식,2022,전체,13.0,1067032.0,19676.0,(단위 :천원),
20080100371,하코야,외식,일식,2022,서울,6.0,207515.0,11746.0,(단위 :천원),
20080100371,하코야,외식,일식,2022,전체,16.0,237482.0,12095.0,(단위 :천원),
20080100373,탐앤탐스커피(TOMNTOMS COFFEE),외식,커피,2022,서울,74.0,317849.0,5666.0,(단위 :천원),
20080100373,탐앤탐스커피(TOMNTOMS COFFEE),외식,커피,2022,전체,293.0,315173.0,6984.0,(단위 :천원),
20080100375,미스터피자,외식,피자,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100375,미스터피자,외식,피자,2022,전체,0.0,0.0,0.0,(단위 :천원),
20080100393,치킨뱅이,외식,치킨,2022,서울,30.0,302151.0,11531.0,(단위 :천원),
20080100393,치킨뱅이,외식,치킨,2022,전체,42.0,268757.0,10631.0,(단위 :천원),
20080100396,JBD 본 종로빈대떡,외식,한식,2022,서울,12.0,56540.0,2541.0,(단위 :천원),
20080100396,JBD 본 종로빈대떡,외식,한식,2022,전체,27.0,70841.0,3535.0,(단위 :천원),
20080100397,피자헛,외식,피자,2022,서울,72.0,547656.0,21377.0,(단위 :천원),
20080100397,피자헛,외식,피자,2022,전체,328.0,491418.0,17934.0,(단위 :천원),
20080100401,아리아치킨,외식,치킨,2022,서울,0.0,,,(단위 :천원),N
20080100401,아리아치킨,외식,치킨,2022,전체,2.0,,,(단위 :천원),N
20080100407,샌드프레소,외식,기타 외식,2022,서울,2.0,0.0,0.0,(단위 :천원),
20080100407,샌드프레소,외식,기타 외식,2022,전체,3.0,54524.0,2097.0,(단위 :천원),
20080100430,미소야,외식,일식,2022,서울,44.0,396099.0,22537.0,(단위 :천원),N
20080100430,미소야,외식,일식,2022,전체,198.0,361744.0,19254.0,(단위 :천원),N
20080100445,목우촌웰빙마을,외식,기타 외식,2022,서울,16.0,343173.0,24129.0,(단위 :천원),N
20080100445,목우촌웰빙마을,외식,기타 외식,2022,전체,42.0,353834.0,14357.0,(단위 :천원),N
20080100446,한스델리,외식,기타 외식,2022,서울,4.0,0.0,0.0,(단위 :천원),
20080100446,한스델리,외식,기타 외식,2022,전체,51.0,180104.0,4881.0,(단위 :천원),
20080100455,뽕잎사랑샤브칼국수보쌈냉면,외식,기타 외식,2022,서울,11.0,461137.0,11846.0,(단위 :천원),
20080100455,뽕잎사랑샤브칼국수보쌈냉면,외식,기타 외식,2022,전체,27.0,357111.0,8385.0,(단위 :천원),
20080100473,스테프핫도그(STEFF HOTDOG),외식,패스트푸드,2022,서울,7.0,166327.0,9841.0,(단위 :천원),N
20080100473,스테프핫도그(STEFF HOTDOG),외식,패스트푸드,2022,전체,49.0,179098.0,15956.0,(단위 :천원),N
20080100482,토프레소,외식,커피,2022,서울,34.0,73312.0,5633.0,(단위 :천원),
20080100482,토프레소,외식,커피,2022,전체,159.0,78042.0,3623.0,(단위 :천원),
20080100487,부어치킨,외식,치킨,2022,서울,35.0,147732.0,9393.0,(단위 :천원),
20080100487,부어치킨,외식,치킨,2022,전체,251.0,152489.0,11319.0,(단위 :천원),
20080100532,우마루,외식,기타 외식,2022,서울,1.0,0.0,0.0,(단위 :천원),
20080100532,우마루,외식,기타 외식,2022,전체,3.0,305893.0,7059.0,(단위 :천원),
20080100545,치킨매니아,외식,치킨,2022,서울,40.0,243077.0,13436.0,(단위 :천원),
20080100545,치킨매니아,외식,치킨,2022,전체,163.0,198792.0,11393.0,(단위 :천원),
20080100564,차일드큐브,외식,커피,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100564,차일드큐브,외식,커피,2022,전체,0.0,0.0,0.0,(단위 :천원),
20080100570,쌈촌,외식,기타 외국식,2022,서울,5.0,513599.0,6941.0,(단위 :천원),
20080100570,쌈촌,외식,기타 외국식,2022,전체,37.0,450833.0,7602.0,(단위 :천원),
20080100607,700비어,외식,주점,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100607,700비어,외식,주점,2022,전체,35.0,188404.0,4444.0,(단위 :천원),
20080100635,요거프레소,외식,커피,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100635,요거프레소,외식,커피,2022,전체,0.0,0.0,0.0,(단위 :천원),
20080100646,앤티앤스,외식,제과제빵,2022,서울,42.0,294901.0,36290.0,(단위 :천원),
20080100646,앤티앤스,외식,제과제빵,2022,전체,220.0,240174.0,29744.0,(단위 :천원),
20080100647,닭익는마을,외식,기타 외식,2022,서울,2.0,0.0,0.0,(단위 :천원),
20080100647,닭익는마을,외식,기타 외식,2022,전체,11.0,142481.0,3654.0,(단위 :천원),
20080100648,닭익는마을 도리마루,외식,기타 외식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100648,닭익는마을 도리마루,외식,기타 외식,2022,전체,0.0,0.0,0.0,(단위 :천원),
20080100650,올떡,외식,분식,2022,서울,13.0,80783.0,10781.0,(단위 :천원),
20080100650,올떡,외식,분식,2022,전체,75.0,87235.0,8211.0,(단위 :천원),
20080100666,석봉토스트,외식,패스트푸드,2022,서울,6.0,0.0,0.0,(단위 :천원),
20080100666,석봉토스트,외식,패스트푸드,2022,전체,51.0,0.0,0.0,(단위 :천원),
20080100675,호밀호두,외식,제과제빵,2022,서울,8.0,192000.0,23467.0,(단위 :천원),
20080100675,호밀호두,외식,제과제빵,2022,전체,54.0,155896.0,13191.0,(단위 :천원),
20080100676,원당감자탕,외식,기타 외식,2022,서울,22.0,502236.0,13338.0,(단위 :천원),
20080100676,원당감자탕,외식,기타 외식,2022,전체,25.0,463531.0,12436.0,(단위 :천원),
20080100697,본까쓰,외식,일식,2022,서울,0.0,,,(단위 :천원),N
20080100697,본까쓰,외식,일식,2022,전체,0.0,,,(단위 :천원),N
20080100698,본까쓰델리카페,외식,일식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100698,본까쓰델리카페,외식,일식,2022,전체,0.0,0.0,0.0,(단위 :천원),
20080100699,본까쓰미니스탠드,외식,일식,2022,서울,0.0,,,(단위 :천원),N
20080100699,본까쓰미니스탠드,외식,일식,2022,전체,0.0,,,(단위 :천원),N
20080100717,버무리떡볶이,외식,분식,2022,서울,6.0,157853.0,15172.0,(단위 :천원),N
20080100717,버무리떡볶이,외식,분식,2022,전체,72.0,154423.0,15462.0,(단위 :천원),N
20080100733,솔청면옥,외식,한식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100733,솔청면옥,외식,한식,2022,전체,0.0,0.0,0.0,(단위 :천원),
20080100734,궁채,외식,한식,2022,서울,4.0,0.0,0.0,(단위 :천원),
20080100734,궁채,외식,한식,2022,전체,20.0,331638.0,10577.0,(단위 :천원),
20080100735,토부가,외식,한식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080100735,토부가,외식,한식,2022,전체,1.0,57796.0,3076.0,(단위 :천원),
20080100739,피자마루,외식,피자,2022,서울,83.0,165131.0,16757.0,(단위 :천원),
20080100739,피자마루,외식,피자,2022,전체,571.0,174995.0,16872.0,(단위 :천원),
20080200002,두리아,외식,치킨,2022,서울,4.0,0.0,0.0,(단위 :천원),
20080200002,두리아,외식,치킨,2022,전체,25.0,140652.0,7919.0,(단위 :천원),
20080200005,호아빈,외식,기타 외국식,2022,서울,5.0,367036.0,12831.0,(단위 :천원),
20080200005,호아빈,외식,기타 외국식,2022,전체,24.0,293538.0,9140.0,(단위 :천원),
20080200019,투다리,외식,주점,2022,서울,129.0,238126.0,18183.0,(단위 :천원),N
20080200019,투다리,외식,주점,2022,전체,1378.0,168846.0,11091.0,(단위 :천원),N
20080200030,굽네치킨,외식,치킨,2022,서울,184.0,569835.0,35273.0,(단위 :천원),
20080200030,굽네치킨,외식,치킨,2022,전체,1124.0,455454.0,25560.0,(단위 :천원),
20080200033,조마루감자탕,외식,한식,2022,서울,28.0,381060.0,7845.0,(단위 :천원),
20080200033,조마루감자탕,외식,한식,2022,전체,164.0,345883.0,6394.0,(단위 :천원),
20080200039,맥켄치킨,외식,치킨,2022,서울,10.0,54465.0,5049.0,(단위 :천원),
20080200039,맥켄치킨,외식,치킨,2022,전체,22.0,74398.0,5534.0,(단위 :천원),
20080200047,코리안바베큐,외식,치킨,2022,서울,9.0,231392.0,12100.0,(단위 :천원),
20080200047,코리안바베큐,외식,치킨,2022,전체,112.0,158030.0,7269.0,(단위 :천원),
20080200049,사바사바치킨앤비어,외식,치킨,2022,서울,,,,(단위 :천원),N
20080200049,사바사바치킨앤비어,외식,치킨,2022,전체,,,,(단위 :천원),N
20080200050,참이맛감자탕,외식,한식,2022,서울,18.0,489446.0,14753.0,(단위 :천원),
20080200050,참이맛감자탕,외식,한식,2022,전체,72.0,358880.0,9118.0,(단위 :천원),
20080200055,명인만두,외식,분식,2022,서울,20.0,273261.0,20133.0,(단위 :천원),
20080200055,명인만두,외식,분식,2022,전체,99.0,177833.0,11356.0,(단위 :천원),
20080200063,신라명과,외식,제과제빵,2022,서울,3.0,0.0,0.0,(단위 :천원),
20080200063,신라명과,외식,제과제빵,2022,전체,7.0,71455.0,5902.0,(단위 :천원),
20080200064,파리바게뜨,외식,제과제빵,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080200064,파리바게뜨,외식,제과제빵,2022,전체,0.0,0.0,0.0,(단위 :천원),
20080200073,불로만치킨바베큐,외식,치킨,2022,서울,,,,(단위 :천원),N
20080200073,불로만치킨바베큐,외식,치킨,2022,전체,,,,(단위 :천원),N
20080200075,명동칼국수샤브샤브,외식,한식,2022,서울,17.0,351666.0,8359.0,(단위 :천원),
20080200075,명동칼국수샤브샤브,외식,한식,2022,전체,43.0,307403.0,8029.0,(단위 :천원),
20080200076,빚은,외식,기타 외식,2022,서울,10.0,173489.0,14281.0,(단위 :천원),
20080200076,빚은,외식,기타 외식,2022,전체,44.0,137963.0,9114.0,(단위 :천원),
20080200077,방일해장국,외식,한식,2022,서울,4.0,0.0,0.0,(단위 :천원),
20080200077,방일해장국,외식,한식,2022,전체,66.0,221841.0,5585.0,(단위 :천원),
20080200100,배터지는생동까스,외식,일식,2022,서울,1.0,,,(단위 :천원),N
20080200100,배터지는생동까스,외식,일식,2022,전체,90.0,159136.0,12241.0,(단위 :천원),N
20080200103,이바돔감자탕,외식,한식,2022,서울,5.0,613796.0,7672.0,(단위 :천원),N
20080200103,이바돔감자탕,외식,한식,2022,전체,70.0,198856.0,1893.0,(단위 :천원),N
20080200106,처갓집양념치킨,외식,치킨,2022,서울,130.0,398897.0,33822.0,(단위 :천원),
20080200106,처갓집양념치킨,외식,치킨,2022,전체,1221.0,285309.0,19979.0,(단위 :천원),
20080200109,따삐오,외식,제과제빵,2022,서울,2.0,0.0,0.0,(단위 :천원),
20080200109,따삐오,외식,제과제빵,2022,전체,47.0,124520.0,9457.0,(단위 :천원),
20080200110,르뽀미에,외식,제과제빵,2022,서울,1.0,0.0,0.0,(단위 :천원),
20080200110,르뽀미에,외식,제과제빵,2022,전체,2.0,209917.0,15532.0,(단위 :천원),
20080200112,씨에프숯불바베큐치킨,외식,치킨,2022,서울,4.0,0.0,0.0,(단위 :천원),
20080200112,씨에프숯불바베큐치킨,외식,치킨,2022,전체,30.0,54573.0,4238.0,(단위 :천원),
20080200120,처갓집플러스케이준치킨,외식,치킨,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080200120,처갓집플러스케이준치킨,외식,치킨,2022,전체,10.0,263629.0,23858.0,(단위 :천원),
20080200132,디디치킨(DD치킨),외식,치킨,2022,서울,12.0,139414.0,8691.0,(단위 :천원),
20080200132,디디치킨(DD치킨),외식,치킨,2022,전체,114.0,138491.0,8697.0,(단위 :천원),
20080200150,지호한방삼계탕,외식,한식,2022,서울,30.0,692401.0,15577.0,(단위 :천원),
20080200150,지호한방삼계탕,외식,한식,2022,전체,76.0,530135.0,11275.0,(단위 :천원),
20080200180,남가네설악추어탕,외식,기타 외식,2022,서울,15.0,406349.0,9504.0,(단위 :천원),N
20080200180,남가네설악추어탕,외식,기타 외식,2022,전체,71.0,282749.0,7019.0,(단위 :천원),N
20080200181,한모둠,외식,한식,2022,서울,7.0,370410.0,8769.0,(단위 :천원),N
20080200181,한모둠,외식,한식,2022,전체,34.0,311972.0,7609.0,(단위 :천원),N
20080200188,쪽갈비전문점 예감,외식,기타 외식,2022,서울,1.0,0.0,0.0,(단위 :천원),
20080200188,쪽갈비전문점 예감,외식,기타 외식,2022,전체,46.0,107489.0,4832.0,(단위 :천원),
20080200206,수누리,외식,기타 외식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080200206,수누리,외식,기타 외식,2022,전체,17.0,738751.0,16867.0,(단위 :천원),
20080200209,진이찬방,외식,한식,2022,서울,,,,(단위 :천원),N
20080200209,진이찬방,외식,한식,2022,전체,,,,(단위 :천원),N
20080200213,바다쭈꾸미,외식,한식,2022,서울,1.0,,,(단위 :천원),N
20080200213,바다쭈꾸미,외식,한식,2022,전체,2.0,154126.0,4257.0,(단위 :천원),N
20080200218,장충미도왕족발보쌈,외식,한식,2022,서울,1.0,0.0,0.0,(단위 :천원),N
20080200218,장충미도왕족발보쌈,외식,한식,2022,전체,1.0,0.0,0.0,(단위 :천원),N
20080200222,위드치킨,외식,치킨,2022,서울,3.0,0.0,0.0,(단위 :천원),
20080200222,위드치킨,외식,치킨,2022,전체,20.0,45558.0,2155.0,(단위 :천원),
20080200229,신의주찹쌀순대,외식,한식,2022,서울,81.0,454997.0,16980.0,(단위 :천원),
20080200229,신의주찹쌀순대,외식,한식,2022,전체,187.0,402701.0,14030.0,(단위 :천원),
20080200233,송담추어탕,외식,한식,2022,서울,6.0,663700.0,11075.0,(단위 :천원),
20080200233,송담추어탕,외식,한식,2022,전체,93.0,416321.0,7717.0,(단위 :천원),
20080200240,뚝배기양평해장국,외식,한식,2022,서울,7.0,348154.0,10977.0,(단위 :천원),
20080200240,뚝배기양평해장국,외식,한식,2022,전체,35.0,325088.0,8584.0,(단위 :천원),
20080200242,청양일초,외식,한식,2022,서울,1.0,0.0,0.0,(단위 :천원),
20080200242,청양일초,외식,한식,2022,전체,23.0,436704.0,6723.0,(단위 :천원),
20080200257,청정고을순대,외식,기타 외식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080200257,청정고을순대,외식,기타 외식,2022,전체,9.0,60063.0,1635.0,(단위 :천원),
20080200265,멘무샤,외식,기타 외식,2022,서울,6.0,393795.0,16269.0,(단위 :천원),
20080200265,멘무샤,외식,기타 외식,2022,전체,19.0,327795.0,15319.0,(단위 :천원),
20080200271,뚱뚱이할머니족발보쌈,외식,한식,2022,서울,2.0,0.0,0.0,(단위 :천원),N
20080200271,뚱뚱이할머니족발보쌈,외식,한식,2022,전체,22.0,34393.0,2572.0,(단위 :천원),N
20080200276,맥시칸치킨,외식,치킨,2022,서울,19.0,114313.0,10490.0,(단위 :천원),
20080200276,맥시칸치킨,외식,치킨,2022,전체,447.0,108836.0,8253.0,(단위 :천원),
20080200277,보리네생고깃간,외식,기타 외식,2022,서울,1.0,0.0,0.0,(단위 :천원),
20080200277,보리네생고깃간,외식,기타 외식,2022,전체,11.0,562202.0,7371.0,(단위 :천원),
20080200283,1인자감자탕,외식,한식,2022,서울,1.0,0.0,0.0,(단위 :천원),
20080200283,1인자감자탕,외식,한식,2022,전체,29.0,529853.0,11687.0,(단위 :천원),
20080200287,브레댄코(bread&co.DAILY-NEW),외식,제과제빵,2022,서울,25.0,360922.0,24129.0,(단위 :천원),
20080200287,브레댄코(bread&co.DAILY-NEW),외식,제과제빵,2022,전체,49.0,359998.0,14516.0,(단위 :천원),
20080200291,금강산감자탕,외식,한식,2022,서울,5.0,680678.0,11131.0,(단위 :천원),
20080200291,금강산감자탕,외식,한식,2022,전체,10.0,430990.0,7659.0,(단위 :천원),
20080300005,장모님치킨,외식,치킨,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080300005,장모님치킨,외식,치킨,2022,전체,108.0,74351.0,4619.0,(단위 :천원),
20080300007,하나돈까스,외식,일식,2022,서울,2.0,0.0,0.0,(단위 :천원),
20080300007,하나돈까스,외식,일식,2022,전체,16.0,453613.0,11340.0,(단위 :천원),
20080300010,목촌사골돼지국밥,외식,한식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080300010,목촌사골돼지국밥,외식,한식,2022,전체,26.0,315206.0,5769.0,(단위 :천원),
20080300013,지코바양념치킨,외식,치킨,2022,서울,91.0,391451.0,32650.0,(단위 :천원),
20080300013,지코바양념치킨,외식,치킨,2022,전체,733.0,258263.0,20543.0,(단위 :천원),
20080300015,무봤나촌닭,외식,치킨,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080300015,무봤나촌닭,외식,치킨,2022,전체,31.0,359972.0,12578.0,(단위 :천원),
20080300019,티바두마리치킨,외식,치킨,2022,서울,12.0,122763.0,11890.0,(단위 :천원),
20080300019,티바두마리치킨,외식,치킨,2022,전체,217.0,130284.0,9540.0,(단위 :천원),
20080300020,치킨신드롬,외식,치킨,2022,서울,1.0,0.0,0.0,(단위 :천원),
20080300020,치킨신드롬,외식,치킨,2022,전체,169.0,147002.0,11699.0,(단위 :천원),
20080300031,가얏골감자탕,외식,한식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080300031,가얏골감자탕,외식,한식,2022,전체,33.0,264215.0,5889.0,(단위 :천원),
20080300034,하수련주왕산삼계탕,외식,한식,2022,서울,0.0,0.0,0.0,(단위 :천원),
20080300034,하수련주왕산삼계탕,외식,한식,2022,전체,0.0,0.0,0.0,(단위 :천원),
